series_id       	year	period	       value	footnote_codes
CUURS35AAA0      	1942	M09	        51.0	
CUURS35AAA0      	1942	M10	        51.2	
CUURS35AAA0      	1942	M11	        51.5	
CUURS35AAA0      	1942	M12	        51.8	
CUURS35AAA0      	1942	M13	        50.3	
CUURS35AAA0      	1943	M01	        52.0	
CUURS35AAA0      	1943	M02	        51.9	
CUURS35AAA0      	1943	M03	        52.8	
CUURS35AAA0      	1943	M04	        53.3	
CUURS35AAA0      	1943	M05	        53.9	
CUURS35AAA0      	1943	M06	        53.9	
CUURS35AAA0      	1943	M07	        53.6	
CUURS35AAA0      	1943	M08	        53.6	
CUURS35AAA0      	1943	M09	        53.8	
CUURS35AAA0      	1943	M10	        54.1	
CUURS35AAA0      	1943	M11	        53.8	
CUURS35AAA0      	1943	M12	        53.8	
CUURS35AAA0      	1943	M13	        53.4	
CUURS35AAA0      	1944	M01	        53.9	
CUURS35AAA0      	1944	M02	        53.6	
CUURS35AAA0      	1944	M03	        53.4	
CUURS35AAA0      	1944	M04	        53.7	
CUURS35AAA0      	1944	M05	        54.1	
CUURS35AAA0      	1944	M06	        54.2	
CUURS35AAA0      	1944	M07	        54.2	
CUURS35AAA0      	1944	M08	        54.5	
CUURS35AAA0      	1944	M09	        54.5	
CUURS35AAA0      	1944	M10	        54.5	
CUURS35AAA0      	1944	M11	        54.8	
CUURS35AAA0      	1944	M12	        54.9	
CUURS35AAA0      	1944	M13	        54.2	
CUURS35AAA0      	1945	M01	        55.0	
CUURS35AAA0      	1945	M02	        55.0	
CUURS35AAA0      	1945	M03	        54.9	
CUURS35AAA0      	1945	M04	        55.1	
CUURS35AAA0      	1945	M05	        55.7	
CUURS35AAA0      	1945	M06	        56.1	
CUURS35AAA0      	1945	M07	        56.2	
CUURS35AAA0      	1945	M08	        56.2	
CUURS35AAA0      	1945	M09	        56.3	
CUURS35AAA0      	1945	M10	        56.2	
CUURS35AAA0      	1945	M11	        56.5	
CUURS35AAA0      	1945	M12	        56.7	
CUURS35AAA0      	1945	M13	        55.8	
CUURS35AAA0      	1946	M01	        57.1	
CUURS35AAA0      	1946	M02	        56.8	
CUURS35AAA0      	1946	M03	        57.3	
CUURS35AAA0      	1946	M04	        57.4	
CUURS35AAA0      	1946	M05	        57.4	
CUURS35AAA0      	1946	M06	        58.4	
CUURS35AAA0      	1946	M07	        61.3	
CUURS35AAA0      	1946	M08	        62.2	
CUURS35AAA0      	1946	M09	        63.3	
CUURS35AAA0      	1946	M10	        64.5	
CUURS35AAA0      	1946	M11	        65.6	
CUURS35AAA0      	1946	M12	        66.4	
CUURS35AAA0      	1946	M13	        60.7	
CUURS35AAA0      	1947	M01	        66.4	
CUURS35AAA0      	1947	M02	        66.2	
CUURS35AAA0      	1947	M03	        67.6	
CUURS35AAA0      	1947	M04	        67.6	
CUURS35AAA0      	1947	M05	        67.5	
CUURS35AAA0      	1947	M06	        68.1	
CUURS35AAA0      	1947	M08	        69.4	
CUURS35AAA0      	1947	M11	        70.6	
CUURS35AAA0      	1947	M13	        68.6	
CUURS35AAA0      	1948	M02	        71.2	
CUURS35AAA0      	1948	M05	        72.8	
CUURS35AAA0      	1948	M08	        73.9	
CUURS35AAA0      	1948	M11	        73.0	
CUURS35AAA0      	1948	M13	        72.7	
CUURS35AAA0      	1949	M02	        71.9	
CUURS35AAA0      	1949	M05	        72.6	
CUURS35AAA0      	1949	M08	        73.0	
CUURS35AAA0      	1949	M11	        73.1	
CUURS35AAA0      	1949	M13	        72.6	
CUURS35AAA0      	1950	M02	        72.1	
CUURS35AAA0      	1950	M05	        72.4	
CUURS35AAA0      	1950	M08	        74.2	
CUURS35AAA0      	1950	M11	        75.4	
CUURS35AAA0      	1950	M13	        73.6	
CUURS35AAA0      	1951	M02	        77.8	
CUURS35AAA0      	1951	M05	        78.1	
CUURS35AAA0      	1951	M08	        78.5	
CUURS35AAA0      	1951	M11	        80.2	
CUURS35AAA0      	1951	M13	        78.5	
CUURS35AAA0      	1952	M02	        79.8	
CUURS35AAA0      	1952	M05	        80.3	
CUURS35AAA0      	1952	M08	        81.4	
CUURS35AAA0      	1952	M11	        81.1	
CUURS35AAA0      	1952	M13	        80.7	
CUURS35AAA0      	1953	M02	        80.6	
CUURS35AAA0      	1953	M05	        80.9	
CUURS35AAA0      	1953	M08	        81.5	
CUURS35AAA0      	1953	M11	        81.5	
CUURS35AAA0      	1953	M13	        81.1	
CUURS35AAA0      	1954	M02	        81.4	
CUURS35AAA0      	1954	M05	        81.0	
CUURS35AAA0      	1954	M08	        81.4	
CUURS35AAA0      	1954	M11	        80.9	
CUURS35AAA0      	1954	M13	        81.1	
CUURS35AAA0      	1955	M02	        80.7	
CUURS35AAA0      	1955	M05	        80.9	
CUURS35AAA0      	1955	M08	        81.1	
CUURS35AAA0      	1955	M11	        81.0	
CUURS35AAA0      	1955	M13	        81.0	
CUURS35AAA0      	1956	M02	        80.9	
CUURS35AAA0      	1956	M05	        81.5	
CUURS35AAA0      	1956	M08	        82.5	
CUURS35AAA0      	1956	M11	        82.7	
CUURS35AAA0      	1956	M13	        81.9	
CUURS35AAA0      	1957	M02	        83.8	
CUURS35AAA0      	1957	M05	        83.5	
CUURS35AAA0      	1957	M08	        84.9	
CUURS35AAA0      	1957	M11	        85.2	
CUURS35AAA0      	1957	M13	        84.4	
CUURS35AAA0      	1958	M02	        85.8	
CUURS35AAA0      	1958	M05	        86.4	
CUURS35AAA0      	1958	M08	        86.4	
CUURS35AAA0      	1958	M11	        86.6	
CUURS35AAA0      	1958	M13	        86.4	
CUURS35AAA0      	1959	M02	        86.4	
CUURS35AAA0      	1959	M05	        86.9	
CUURS35AAA0      	1959	M08	        87.0	
CUURS35AAA0      	1959	M11	        86.8	
CUURS35AAA0      	1959	M13	        86.8	
CUURS35AAA0      	1960	M02	        86.9	
CUURS35AAA0      	1960	M05	        87.7	
CUURS35AAA0      	1960	M08	        87.8	
CUURS35AAA0      	1960	M11	        88.2	
CUURS35AAA0      	1960	M13	        87.7	
CUURS35AAA0      	1961	M02	        88.8	
CUURS35AAA0      	1961	M05	        88.6	
CUURS35AAA0      	1961	M08	        89.3	
CUURS35AAA0      	1961	M11	        89.4	
CUURS35AAA0      	1961	M13	        89.0	
CUURS35AAA0      	1962	M02	        89.3	
CUURS35AAA0      	1962	M05	        89.4	
CUURS35AAA0      	1962	M08	        90.0	
CUURS35AAA0      	1962	M11	        90.4	
CUURS35AAA0      	1962	M13	        89.8	
CUURS35AAA0      	1963	M02	        90.6	
CUURS35AAA0      	1963	M05	        91.1	
CUURS35AAA0      	1963	M08	        91.7	
CUURS35AAA0      	1963	M11	        91.9	
CUURS35AAA0      	1963	M13	        91.3	
CUURS35AAA0      	1964	M02	        92.1	
CUURS35AAA0      	1964	M05	        92.3	
CUURS35AAA0      	1964	M08	        93.3	
CUURS35AAA0      	1964	M11	        93.5	
CUURS35AAA0      	1964	M13	        92.8	
CUURS35AAA0      	1965	M02	        93.4	
CUURS35AAA0      	1965	M05	        94.0	
CUURS35AAA0      	1965	M08	        94.1	
CUURS35AAA0      	1965	M11	        94.8	
CUURS35AAA0      	1965	M13	        94.1	
CUURS35AAA0      	1966	M02	        96.1	
CUURS35AAA0      	1966	M05	        96.8	
CUURS35AAA0      	1966	M08	        97.9	
CUURS35AAA0      	1966	M11	        98.4	
CUURS35AAA0      	1966	M13	        97.3	
CUURS35AAA0      	1967	M02	        98.8	
CUURS35AAA0      	1967	M05	        99.3	
CUURS35AAA0      	1967	M08	       100.7	
CUURS35AAA0      	1967	M11	       101.1	
CUURS35AAA0      	1967	M13	       100.0	
CUURS35AAA0      	1968	M02	       102.2	
CUURS35AAA0      	1968	M05	       103.9	
CUURS35AAA0      	1968	M08	       105.7	
CUURS35AAA0      	1968	M11	       107.2	
CUURS35AAA0      	1968	M13	       104.7	
CUURS35AAA0      	1969	M02	       108.4	
CUURS35AAA0      	1969	M05	       110.6	
CUURS35AAA0      	1969	M08	       112.3	
CUURS35AAA0      	1969	M11	       113.3	
CUURS35AAA0      	1969	M13	       111.2	
CUURS35AAA0      	1970	M02	       115.5	
CUURS35AAA0      	1970	M05	       117.3	
CUURS35AAA0      	1970	M08	       118.3	
CUURS35AAA0      	1970	M11	       119.3	
CUURS35AAA0      	1970	M13	       117.6	
CUURS35AAA0      	1971	M02	       120.9	
CUURS35AAA0      	1971	M05	       122.2	
CUURS35AAA0      	1971	M08	       123.5	
CUURS35AAA0      	1971	M11	       124.2	
CUURS35AAA0      	1971	M13	       122.7	
CUURS35AAA0      	1972	M02	       124.7	
CUURS35AAA0      	1972	M05	       125.6	
CUURS35AAA0      	1972	M08	       127.7	
CUURS35AAA0      	1972	M11	       129.7	
CUURS35AAA0      	1972	M13	       126.9	
CUURS35AAA0      	1973	M02	       130.7	
CUURS35AAA0      	1973	M05	       133.3	
CUURS35AAA0      	1973	M08	       136.4	
CUURS35AAA0      	1973	M11	       139.4	
CUURS35AAA0      	1973	M13	       135.0	
CUURS35AAA0      	1974	M02	       144.0	
CUURS35AAA0      	1974	M05	       147.6	
CUURS35AAA0      	1974	M08	       152.7	
CUURS35AAA0      	1974	M11	       156.1	
CUURS35AAA0      	1974	M13	       150.0	
CUURS35AAA0      	1975	M02	       157.9	
CUURS35AAA0      	1975	M05	       160.0	
CUURS35AAA0      	1975	M08	       163.4	
CUURS35AAA0      	1975	M11	       165.3	
CUURS35AAA0      	1975	M13	       161.6	
CUURS35AAA0      	1976	M02	       167.0	
CUURS35AAA0      	1976	M05	       170.0	
CUURS35AAA0      	1976	M08	       173.0	
CUURS35AAA0      	1976	M11	       174.3	
CUURS35AAA0      	1976	M13	       171.1	
CUURS35AAA0      	1977	M02	       177.9	
CUURS35AAA0      	1977	M05	       181.7	
CUURS35AAA0      	1977	M08	       184.8	
CUURS35AAA0      	1977	M11	       187.6	
CUURS35AAA0      	1977	M13	       183.0	
CUURS35AAA0      	1978	M01	       189.7	
CUURS35AAA0      	1978	M03	       191.0	
CUURS35AAA0      	1978	M05	       194.2	
CUURS35AAA0      	1978	M07	       197.8	
CUURS35AAA0      	1978	M09	       200.8	
CUURS35AAA0      	1978	M11	       203.9	
CUURS35AAA0      	1978	M13	       197.0	
CUURS35AAA0      	1979	M01	       208.7	
CUURS35AAA0      	1979	M03	       212.6	
CUURS35AAA0      	1979	M05	       216.0	
CUURS35AAA0      	1979	M07	       220.4	
CUURS35AAA0      	1979	M09	       222.9	
CUURS35AAA0      	1979	M11	       225.4	
CUURS35AAA0      	1979	M13	       218.6	
CUURS35AAA0      	1980	M01	       231.9	
CUURS35AAA0      	1980	M03	       238.8	
CUURS35AAA0      	1980	M05	       241.2	
CUURS35AAA0      	1980	M07	       247.2	
CUURS35AAA0      	1980	M09	       249.2	
CUURS35AAA0      	1980	M11	       253.6	
CUURS35AAA0      	1980	M13	       244.7	
CUURS35AAA0      	1981	M01	       257.2	
CUURS35AAA0      	1981	M03	       262.3	
CUURS35AAA0      	1981	M05	       264.7	
CUURS35AAA0      	1981	M07	       267.1	
CUURS35AAA0      	1981	M09	       271.8	
CUURS35AAA0      	1981	M11	       275.5	
CUURS35AAA0      	1981	M13	       267.3	
CUURS35AAA0      	1982	M01	       278.0	
CUURS35AAA0      	1982	M03	       278.8	
CUURS35AAA0      	1982	M05	       278.4	
CUURS35AAA0      	1982	M07	       281.3	
CUURS35AAA0      	1982	M09	       286.5	
CUURS35AAA0      	1982	M11	       286.3	
CUURS35AAA0      	1982	M13	       281.9	
CUURS35AAA0      	1983	M01	       289.3	
CUURS35AAA0      	1983	M03	       289.3	
CUURS35AAA0      	1983	M05	       293.0	
CUURS35AAA0      	1983	M07	       297.1	
CUURS35AAA0      	1983	M09	       297.3	
CUURS35AAA0      	1983	M11	       298.9	
CUURS35AAA0      	1983	M13	       294.7	
CUURS35AAA0      	1984	M01	       303.7	
CUURS35AAA0      	1984	M03	       305.1	
CUURS35AAA0      	1984	M05	       305.7	
CUURS35AAA0      	1984	M07	       308.3	
CUURS35AAA0      	1984	M09	       313.0	
CUURS35AAA0      	1984	M11	       315.1	
CUURS35AAA0      	1984	M13	       308.9	
CUURS35AAA0      	1985	M01	       314.6	
CUURS35AAA0      	1985	M03	       319.2	
CUURS35AAA0      	1985	M05	       319.8	
CUURS35AAA0      	1985	M07	       323.3	
CUURS35AAA0      	1985	M09	       323.6	
CUURS35AAA0      	1985	M11	       326.9	
CUURS35AAA0      	1985	M13	       321.9	
CUURS35AAA0      	1986	M01	       331.1	
CUURS35AAA0      	1986	M03	       329.1	
CUURS35AAA0      	1986	M05	       329.6	
CUURS35AAA0      	1986	M07	       329.3	
CUURS35AAA0      	1986	M09	       332.3	
CUURS35AAA0      	1986	M11	       334.0	
CUURS35AAA0      	1986	M13	       331.1	
CUURS35AAA0      	1987	M01	       335.7	
CUURS35AAA0      	1987	M03	       338.0	
CUURS35AAA0      	1987	M05	       340.5	
CUURS35AAA0      	1987	M07	       343.1	
CUURS35AAA0      	1987	M09	       347.8	
CUURS35AAA0      	1987	M11	       349.7	
CUURS35AAA0      	1987	M13	       343.0	
CUURS35AAA0      	1988	M01	       349.3	
CUURS35AAA0      	1988	M03	       351.9	
CUURS35AAA0      	1988	M05	       354.5	
CUURS35AAA0      	1988	M07	       356.4	
CUURS35AAA0      	1988	M09	       362.5	
CUURS35AAA0      	1988	M11	       363.7	
CUURS35AAA0      	1988	M13	       357.1	
CUURS35AAA0      	1989	M01	       366.9	
CUURS35AAA0      	1989	M03	       372.4	
CUURS35AAA0      	1989	M05	       375.2	
CUURS35AAA0      	1989	M07	       377.2	
CUURS35AAA0      	1989	M09	       384.1	
CUURS35AAA0      	1989	M11	       385.3	
CUURS35AAA0      	1989	M13	       377.8	
CUURS35AAA0      	1990	M01	       389.6	
CUURS35AAA0      	1990	M03	       395.1	
CUURS35AAA0      	1990	M05	       395.6	
CUURS35AAA0      	1990	M07	       400.7	
CUURS35AAA0      	1990	M09	       407.3	
CUURS35AAA0      	1990	M11	       408.7	
CUURS35AAA0      	1990	M13	       400.4	
CUURS35AAA0      	1991	M01	       410.7	
CUURS35AAA0      	1991	M03	       411.1	
CUURS35AAA0      	1991	M05	       415.9	
CUURS35AAA0      	1991	M07	       415.9	
CUURS35AAA0      	1991	M09	       423.1	
CUURS35AAA0      	1991	M11	       421.0	
CUURS35AAA0      	1991	M13	       416.7	
CUURS35AAA0      	1992	M01	       422.0	
CUURS35AAA0      	1992	M03	       422.3	
CUURS35AAA0      	1992	M05	       422.8	
CUURS35AAA0      	1992	M07	       427.6	
CUURS35AAA0      	1992	M09	       431.1	
CUURS35AAA0      	1992	M11	       433.8	
CUURS35AAA0      	1992	M13	       427.2	
CUURS35AAA0      	1993	M01	       436.4	
CUURS35AAA0      	1993	M03	       438.4	
CUURS35AAA0      	1993	M05	       440.4	
CUURS35AAA0      	1993	M07	       440.6	
CUURS35AAA0      	1993	M09	       441.9	
CUURS35AAA0      	1993	M11	       445.5	
CUURS35AAA0      	1993	M13	       440.9	
CUURS35AAA0      	1994	M01	       445.4	
CUURS35AAA0      	1994	M03	       447.2	
CUURS35AAA0      	1994	M05	       447.0	
CUURS35AAA0      	1994	M07	       448.1	
CUURS35AAA0      	1994	M09	       453.6	
CUURS35AAA0      	1994	M11	       451.8	
CUURS35AAA0      	1994	M13	       449.2	
CUURS35AAA0      	1995	M01	       454.1	
CUURS35AAA0      	1995	M03	       457.8	
CUURS35AAA0      	1995	M05	       456.7	
CUURS35AAA0      	1995	M07	       460.9	
CUURS35AAA0      	1995	M09	       461.1	
CUURS35AAA0      	1995	M11	       458.1	
CUURS35AAA0      	1995	M13	       458.5	
CUURS35AAA0      	1996	M01	       462.8	
CUURS35AAA0      	1996	M03	       467.7	
CUURS35AAA0      	1996	M05	       469.6	
CUURS35AAA0      	1996	M07	       472.6	
CUURS35AAA0      	1996	M09	       474.8	
CUURS35AAA0      	1996	M11	       475.9	
CUURS35AAA0      	1996	M13	       471.1	
CUURS35AAA0      	1997	M01	       477.1	
CUURS35AAA0      	1997	M03	       478.1	
CUURS35AAA0      	1997	M05	       478.5	
CUURS35AAA0      	1997	M07	       480.9	
CUURS35AAA0      	1997	M09	       483.1	
CUURS35AAA0      	1997	M11	       477.6	
CUURS35AAA0      	1997	M13	       479.4	
CUURS35AAA0      	1998	M01	       479.7	
CUURS35AAA0      	1998	M03	       482.8	
CUURS35AAA0      	1998	M05	       482.9	
CUURS35AAA0      	1998	M07	       486.7	
CUURS35AAA0      	1998	M09	       487.6	
CUURS35AAA0      	1998	M11	       485.6	
CUURS35AAA0      	1999	M01	       488.2	
CUURS35AAA0      	1999	M03	       489.8	
CUURS35AAA0      	1999	M05	       492.9	
CUURS35AAA0      	1999	M07	       496.8	
CUURS35AAA0      	1999	M09	       501.3	
CUURS35AAA0      	1999	M11	       499.3	
CUURS35AAA0      	2000	M01	       501.3	
CUURS35AAA0      	2000	M03	       511.3	
CUURS35AAA0      	2000	M05	       509.3	
CUURS35AAA0      	2000	M07	       516.0	
CUURS35AAA0      	2000	M09	       516.7	
CUURS35AAA0      	2000	M11	       517.4	
CUURS35AAA0      	2001	M01	       519.2	
CUURS35AAA0      	2001	M03	       523.1	
CUURS35AAA0      	2001	M05	       525.4	
CUURS35AAA0      	2001	M07	       529.0	
CUURS35AAA0      	2001	M09	       534.1	
CUURS35AAA0      	2001	M11	       530.0	
CUURS35AAA0      	2002	M01	       531.5	
CUURS35AAA0      	2002	M03	       537.0	
CUURS35AAA0      	2002	M05	       541.9	
CUURS35AAA0      	2002	M07	       543.9	
CUURS35AAA0      	2002	M09	       548.5	
CUURS35AAA0      	2002	M11	       547.2	
CUURS35AAA0      	2003	M01	       550.0	
CUURS35AAA0      	2003	M03	       557.5	
CUURS35AAA0      	2003	M05	       557.2	
CUURS35AAA0      	2003	M07	       561.6	
CUURS35AAA0      	2003	M09	       563.2	
CUURS35AAA0      	2003	M11	       562.1	
CUURS35AAA0      	2004	M01	       562.9	
CUURS35AAA0      	2004	M03	       569.1	
CUURS35AAA0      	2004	M05	       572.9	
CUURS35AAA0      	2004	M07	       577.0	
CUURS35AAA0      	2004	M09	       580.1	
CUURS35AAA0      	2004	M11	       582.1	
CUURS35AAA0      	2005	M01	       585.1	
CUURS35AAA0      	2005	M03	       591.8	
CUURS35AAA0      	2005	M05	       595.7	
CUURS35AAA0      	2005	M07	       598.6	
CUURS35AAA0      	2005	M09	       607.0	
CUURS35AAA0      	2005	M11	       603.3	
CUURS35AAA0      	2006	M01	       607.0	
CUURS35AAA0      	2006	M03	       609.3	
CUURS35AAA0      	2006	M05	       617.5	
CUURS35AAA0      	2006	M07	       624.2	
CUURS35AAA0      	2006	M09	       623.6	
CUURS35AAA0      	2006	M11	       620.4	
CUURS35AAA0      	2007	M01	     623.228	
CUURS35AAA0      	2007	M03	     633.131	
CUURS35AAA0      	2007	M05	     637.977	
CUURS35AAA0      	2007	M07	     641.228	
CUURS35AAA0      	2007	M09	     644.945	
CUURS35AAA0      	2007	M11	     644.572	
CUURS35AAA0      	2008	M01	     651.234	
CUURS35AAA0      	2008	M03	     657.040	
CUURS35AAA0      	2008	M05	     662.861	
CUURS35AAA0      	2008	M07	     675.829	
CUURS35AAA0      	2008	M09	     675.691	
CUURS35AAA0      	2008	M11	     660.039	
CUURS35AAA0      	2009	M01	     654.903	
CUURS35AAA0      	2009	M03	     657.265	
CUURS35AAA0      	2009	M05	     660.079	
CUURS35AAA0      	2009	M07	     667.463	
CUURS35AAA0      	2009	M09	     670.701	
CUURS35AAA0      	2009	M11	     668.788	
CUURS35AAA0      	2010	M01	     671.466	
CUURS35AAA0      	2010	M03	     674.537	
CUURS35AAA0      	2010	M05	     674.974	
CUURS35AAA0      	2010	M07	     674.393	
CUURS35AAA0      	2010	M09	     680.832	
CUURS35AAA0      	2010	M11	     680.593	
CUURS35AAA0      	2011	M01	     687.201	
CUURS35AAA0      	2011	M03	     694.322	
CUURS35AAA0      	2011	M05	     700.717	
CUURS35AAA0      	2011	M07	     703.205	
CUURS35AAA0      	2011	M09	     704.784	
CUURS35AAA0      	2011	M11	     703.160	
CUURS35AAA0      	2012	M01	     705.578	
CUURS35AAA0      	2012	M03	     715.144	
CUURS35AAA0      	2012	M05	     715.768	
CUURS35AAA0      	2012	M07	     713.697	
CUURS35AAA0      	2012	M09	     722.480	
CUURS35AAA0      	2012	M11	     717.992	
CUURS35AAA0      	2013	M01	     718.801	
CUURS35AAA0      	2013	M03	     724.715	
CUURS35AAA0      	2013	M05	     724.782	
CUURS35AAA0      	2013	M07	     726.787	
CUURS35AAA0      	2013	M09	     731.686	
CUURS35AAA0      	2013	M11	     729.992	
CUURS35AAA0      	2014	M01	     731.217	
CUURS35AAA0      	2014	M03	     736.861	
CUURS35AAA0      	2014	M05	     739.378	
CUURS35AAA0      	2014	M07	     739.031	
CUURS35AAA0      	2014	M09	     739.941	
CUURS35AAA0      	2014	M11	     737.987	
CUURS35AAA0      	2015	M01	     729.587	
CUURS35AAA0      	2015	M03	     738.025	
CUURS35AAA0      	2015	M05	     743.456	
CUURS35AAA0      	2015	M07	     740.997	
CUURS35AAA0      	2015	M09	     745.085	
CUURS35AAA0      	2015	M11	     741.987	
CUURS35AAA0      	2015	M13	     740.029	
CUURS35AAA0      	2016	M01	     740.451	
CUURS35AAA0      	2016	M03	     746.094	
CUURS35AAA0      	2016	M05	     752.389	
CUURS35AAA0      	2016	M07	     750.780	
CUURS35AAA0      	2016	M09	     748.442	
CUURS35AAA0      	2016	M11	     749.847	
CUURS35AAA0      	2016	M13	     748.171	
CUURS35AAA0      	2017	M01	     751.341	
CUURS35AAA0      	2017	M03	     754.114	
CUURS35AAA0      	2017	M05	     754.311	
CUURS35AAA0      	2017	M07	     754.361	
CUURS35AAA0      	2017	M09	     761.144	
CUURS35AAA0      	2017	M11	     761.310	
CUURS35AAA0      	2017	M13	     756.436	
CUURS35AAA0      	2018	M01	     768.237	
CUURS35AAA0      	2018	M03	     767.670	
CUURS35AAA0      	2018	M05	     772.818	
CUURS35AAA0      	2018	M07	     773.545	
CUURS35AAA0      	2018	M09	     776.613	
CUURS35AAA0      	2018	M11	     770.900	
CUURS35AAA0      	2018	M13	     771.858	
CUURS35AAA0      	2019	M01	     774.395	
CUURS35AAA0      	2019	M03	     780.161	
CUURS35AAA0      	2019	M05	     785.208	
CUURS35AAA0      	2019	M07	     782.857	
CUURS35AAA0      	2019	M09	     783.829	
CUURS35AAA0      	2019	M11	     782.432	
CUURS35AAA0      	2019	M13	     781.695	
CUURS35AAA0      	2020	M01	     786.586	
CUURS35AAA0      	2020	M03	     783.491	
CUURS35AAA0      	2020	M05	     784.517	
CUURS35AAA0      	2020	M07	     789.105	
CUURS35AAA0      	2020	M09	     793.537	
CUURS35AAA0      	2020	M11	     793.277	
CUURS35AAA0      	2020	M13	     788.720	
CUURS35AAA0      	2021	M01	     798.693	
CUURS35AAA0      	2021	M03	     804.044	
CUURS35AAA0      	2021	M05	     814.302	
CUURS35AAA0      	2021	M07	     823.976	
CUURS35AAA0      	2021	M09	     829.393	
CUURS35AAA0      	2021	M11	     839.156	
CUURS35AAA0      	2021	M13	     819.928	
CUURS35AAA0      	2022	M01	     846.354	
CUURS35AAA0      	2022	M03	     862.735	
CUURS35AAA0      	2022	M05	     875.524	
CUURS35AAA0      	2022	M07	     885.498	
CUURS35AAA0      	2022	M09	     883.521	
CUURS35AAA0      	2022	M11	     885.934	
CUURS35AAA0      	2022	M13	     874.218	
CUURS35AAA0      	2023	M01	     883.171	
CUURS35AAA0      	2023	M03	     894.334	
CUURS35AAA0      	2023	M05	     902.258	
CUURS35AAA0      	2023	M07	     901.252	
CUURS35AAA0      	2023	M09	     913.004	
CUURS35AAA0      	2023	M11	     910.540	
CUURS35AAA0      	2023	M13	     901.382	
CUURS35AAA0      	2024	M01	     915.092	
CUURS35AAA0      	2024	M03	     924.381	
CUURS35AAA0      	2024	M05	     931.936	
CUURS35AAA0      	2024	M07	     934.232	
CUURS35AAA0      	2024	M09	     937.001	
CUURS35AAA0      	2024	M11	     935.118	
CUURS35AAA0      	2024	M13	     930.517	
CUURS35AAA0      	2025	M01	     939.340	
CUURS35AAA0      	2025	M03	     946.511	
CUURS35AAA0      	2025	M05	     949.334	
CUURS35AAA0      	2025	M07	     952.790	
CUURS35AAA0      	2025	M09	     960.412	
CUURS35AAA0      	2025	M11	     957.381	
CUURS35AAA0      	2025	M13	     950.612	
CUURS35AAA0      	2026	M01	     965.071	
CUURS35AAA0      	2026	M03	     975.071	
CUURS35AAA0      	2026	M05	     988.148	
CUURS35ASA0      	1914	M12	        10.7	
CUURS35ASA0      	1915	M12	        10.8	
CUURS35ASA0      	1915	M13	        10.6	
CUURS35ASA0      	1916	M12	        12.0	
CUURS35ASA0      	1916	M13	        11.4	
CUURS35ASA0      	1917	M12	        15.1	
CUURS35ASA0      	1917	M13	        13.8	
CUURS35ASA0      	1918	M12	        17.6	
CUURS35ASA0      	1918	M13	        16.3	
CUURS35ASA0      	1919	M06	        17.3	
CUURS35ASA0      	1919	M12	        18.8	
CUURS35ASA0      	1919	M13	        17.8	
CUURS35ASA0      	1920	M06	        20.9	
CUURS35ASA0      	1920	M12	        19.1	
CUURS35ASA0      	1920	M13	        20.0	
CUURS35ASA0      	1921	M05	        17.4	
CUURS35ASA0      	1921	M09	        17.5	
CUURS35ASA0      	1921	M12	        17.1	
CUURS35ASA0      	1921	M13	        17.6	
CUURS35ASA0      	1922	M03	        16.6	
CUURS35ASA0      	1922	M06	        16.7	
CUURS35ASA0      	1922	M09	        16.5	
CUURS35ASA0      	1922	M12	        16.7	
CUURS35ASA0      	1922	M13	        16.7	
CUURS35ASA0      	1923	M03	        16.6	
CUURS35ASA0      	1923	M06	        17.0	
CUURS35ASA0      	1923	M09	        17.2	
CUURS35ASA0      	1923	M12	        17.0	
CUURS35ASA0      	1923	M13	        16.9	
CUURS35ASA0      	1924	M03	        16.8	
CUURS35ASA0      	1924	M06	        16.8	
CUURS35ASA0      	1924	M09	        16.8	
CUURS35ASA0      	1924	M12	        17.0	
CUURS35ASA0      	1924	M13	        16.9	
CUURS35ASA0      	1925	M06	        17.3	
CUURS35ASA0      	1925	M12	        17.6	
CUURS35ASA0      	1925	M13	        17.3	
CUURS35ASA0      	1926	M06	        17.5	
CUURS35ASA0      	1926	M12	        17.4	
CUURS35ASA0      	1926	M13	        17.5	
CUURS35ASA0      	1927	M06	        17.1	
CUURS35ASA0      	1927	M12	        16.9	
CUURS35ASA0      	1927	M13	        17.0	
CUURS35ASA0      	1928	M06	        16.9	
CUURS35ASA0      	1928	M12	        16.8	
CUURS35ASA0      	1928	M13	        16.9	
CUURS35ASA0      	1929	M06	        16.9	
CUURS35ASA0      	1929	M12	        16.8	
CUURS35ASA0      	1929	M13	        16.8	
CUURS35ASA0      	1930	M06	        16.6	
CUURS35ASA0      	1930	M12	        16.2	
CUURS35ASA0      	1930	M13	        16.5	
CUURS35ASA0      	1931	M06	        15.4	
CUURS35ASA0      	1931	M12	        15.1	
CUURS35ASA0      	1931	M13	        15.5	
CUURS35ASA0      	1932	M06	        14.3	
CUURS35ASA0      	1932	M12	        13.9	
CUURS35ASA0      	1932	M13	        14.3	
CUURS35ASA0      	1933	M06	        13.7	
CUURS35ASA0      	1933	M12	        14.2	
CUURS35ASA0      	1933	M13	        13.9	
CUURS35ASA0      	1934	M06	        14.3	
CUURS35ASA0      	1934	M11	        14.5	
CUURS35ASA0      	1934	M13	        14.3	
CUURS35ASA0      	1935	M03	        14.5	
CUURS35ASA0      	1935	M07	        14.5	
CUURS35ASA0      	1935	M10	        14.6	
CUURS35ASA0      	1935	M13	        14.6	
CUURS35ASA0      	1936	M01	        14.7	
